date,region,temp_c,precipitation_mm,snowfall_mm,season
2023-03-04,Northeast_US,3.0,0.0,0.0,spring
2023-03-05,Northeast_US,2.0,26.1,12.3,spring
2023-03-06,Northeast_US,-1.6,24.2,0.0,spring
2023-03-07,Northeast_US,3.3,0.0,0.0,spring
2023-03-08,Northeast_US,2.6,0.0,27.5,spring
2023-03-09,Northeast_US,4.7,0.0,0.0,spring
2023-03-10,Northeast_US,5.4,0.0,0.0,spring
2023-03-11,Northeast_US,-4.2,28.6,20.1,spring
2023-03-12,Northeast_US,0.3,0.0,0.0,spring
2023-03-13,Northeast_US,0.8,0.0,0.0,spring
2023-03-14,Northeast_US,5.9,0.0,0.0,spring
2023-03-15,Northeast_US,3.9,0.0,11.2,spring
2023-03-16,Northeast_US,6.3,34.2,0.0,spring
2023-03-17,Northeast_US,2.5,0.0,4.3,spring
2023-03-18,Northeast_US,1.4,0.0,0.0,spring
2023-03-19,Northeast_US,0.6,22.8,21.8,spring
2023-03-20,Northeast_US,6.6,0.0,0.0,spring
2023-03-21,Northeast_US,6.9,0.0,0.0,spring
2023-03-22,Northeast_US,3.9,27.1,0.0,spring
2023-03-23,Northeast_US,4.6,0.0,28.6,spring
2023-03-24,Northeast_US,6.0,40.0,0.0,spring
2023-03-25,Northeast_US,6.8,0.0,0.0,spring
2023-03-26,Northeast_US,1.7,0.0,0.0,spring
2023-03-27,Northeast_US,5.0,0.0,0.0,spring
2023-03-28,Northeast_US,4.6,8.1,0.0,spring
2023-03-29,Northeast_US,2.8,0.0,0.0,spring
2023-03-30,Northeast_US,9.7,0.0,12.2,spring
2023-03-31,Northeast_US,5.9,0.0,0.0,spring
2023-04-01,Northeast_US,11.1,10.3,0.0,spring
2023-04-02,Northeast_US,6.2,0.0,0.0,spring
2023-04-03,Northeast_US,4.9,27.5,0.0,spring
2023-04-04,Northeast_US,6.5,0.0,0.0,spring
2023-04-05,Northeast_US,5.3,0.0,0.0,spring
2023-04-06,Northeast_US,8.1,8.8,0.0,spring
2023-04-07,Northeast_US,9.0,0.0,0.0,spring
2023-04-08,Northeast_US,8.1,0.0,0.0,spring
2023-04-09,Northeast_US,12.5,0.0,0.0,spring
2023-04-10,Northeast_US,7.6,0.0,0.0,spring
2023-04-11,Northeast_US,10.9,4.3,0.0,spring
2023-04-12,Northeast_US,12.0,0.0,0.0,spring
2023-04-13,Northeast_US,14.6,0.0,0.0,spring
2023-04-14,Northeast_US,13.2,0.0,0.0,spring
2023-04-15,Northeast_US,12.8,0.0,0.0,spring
2023-04-16,Northeast_US,9.7,0.0,0.0,spring
2023-04-17,Northeast_US,10.3,0.0,0.0,spring
2023-04-18,Northeast_US,12.0,13.4,0.0,spring
2023-04-19,Northeast_US,10.8,28.9,0.0,spring
2023-04-20,Northeast_US,13.0,36.8,0.0,spring
2023-04-21,Northeast_US,14.2,0.0,0.0,spring
2023-04-22,Northeast_US,8.7,0.0,0.0,spring
2023-04-23,Northeast_US,13.0,0.0,0.0,spring
2023-04-24,Northeast_US,12.6,6.8,0.0,spring
2023-04-25,Northeast_US,11.1,0.0,0.0,spring
2023-04-26,Northeast_US,11.8,0.0,0.0,spring
2023-04-27,Northeast_US,14.0,5.8,0.0,spring
2023-04-28,Northeast_US,17.5,0.0,0.0,spring
2023-04-29,Northeast_US,11.1,33.6,0.0,spring
2023-04-30,Northeast_US,14.5,0.0,0.0,spring
2023-05-01,Northeast_US,14.3,0.0,0.0,spring
2023-05-02,Northeast_US,13.0,14.8,0.0,spring
2023-05-03,Northeast_US,16.7,0.0,0.0,spring
2023-05-04,Northeast_US,19.0,0.0,0.0,spring
2023-05-05,Northeast_US,18.8,0.0,0.0,spring
2023-05-06,Northeast_US,15.1,0.0,0.0,spring
2023-05-07,Northeast_US,21.3,0.0,0.0,spring
2023-05-08,Northeast_US,17.2,16.1,0.0,spring
2023-05-09,Northeast_US,16.8,0.0,0.0,spring
2023-05-10,Northeast_US,14.7,10.4,0.0,spring
2023-05-11,Northeast_US,19.9,0.0,0.0,spring
2023-05-12,Northeast_US,19.5,0.0,0.0,spring
2023-05-13,Northeast_US,15.9,14.7,0.0,spring
2023-05-14,Northeast_US,21.1,0.0,0.0,spring
2023-05-15,Northeast_US,21.1,0.0,0.0,spring
2023-05-16,Northeast_US,18.2,6.3,0.0,spring
2023-05-17,Northeast_US,19.4,0.0,0.0,spring
2023-05-18,Northeast_US,18.7,31.9,0.0,spring
2023-05-19,Northeast_US,18.3,0.0,0.0,spring
2023-05-20,Northeast_US,21.4,0.0,0.0,spring
2023-05-21,Northeast_US,19.0,0.0,0.0,spring
2023-05-22,Northeast_US,20.0,0.0,0.0,spring
2023-05-23,Northeast_US,23.6,34.6,0.0,spring
2023-05-24,Northeast_US,21.4,32.2,0.0,spring
2023-05-25,Northeast_US,18.4,0.0,0.0,spring
2023-05-26,Northeast_US,22.4,0.0,0.0,spring
2023-05-27,Northeast_US,22.5,0.0,0.0,spring
2023-05-28,Northeast_US,24.7,0.0,0.0,spring
2023-05-29,Northeast_US,21.3,0.0,0.0,spring
2023-05-30,Northeast_US,22.6,0.0,0.0,spring
2023-05-31,Northeast_US,23.4,0.0,0.0,spring
2023-06-01,Northeast_US,22.0,5.0,0.0,summer
2023-06-02,Northeast_US,21.4,0.0,0.0,summer
2023-06-03,Northeast_US,25.0,0.0,0.0,summer
2023-06-04,Northeast_US,18.8,18.3,0.0,summer
2023-06-05,Northeast_US,24.1,0.0,0.0,summer
2023-06-06,Northeast_US,19.7,0.0,0.0,summer
2023-06-07,Northeast_US,24.5,0.0,0.0,summer
2023-06-08,Northeast_US,20.8,27.2,0.0,summer
2023-06-09,Northeast_US,25.1,0.0,0.0,summer
2023-06-10,Northeast_US,25.8,2.2,0.0,summer
2023-06-11,Northeast_US,20.7,0.0,0.0,summer
2023-06-12,Northeast_US,22.5,10.2,0.0,summer
2023-06-13,Northeast_US,22.2,0.0,0.0,summer
2023-06-14,Northeast_US,22.0,7.0,0.0,summer
2023-06-15,Northeast_US,25.2,0.0,0.0,summer
2023-06-16,Northeast_US,23.1,6.4,0.0,summer
2023-06-17,Northeast_US,26.3,38.5,0.0,summer
2023-06-18,Northeast_US,19.3,8.3,0.0,summer
2023-06-19,Northeast_US,24.4,31.2,0.0,summer
2023-06-20,Northeast_US,25.9,0.0,0.0,summer
2023-06-21,Northeast_US,28.6,0.0,0.0,summer
2023-06-22,Northeast_US,25.8,0.0,0.0,summer
2023-06-23,Northeast_US,26.8,7.7,0.0,summer
2023-06-24,Northeast_US,30.1,0.0,0.0,summer
2023-06-25,Northeast_US,25.6,0.0,0.0,summer
2023-06-26,Northeast_US,23.9,0.0,0.0,summer
2023-06-27,Northeast_US,22.5,0.0,0.0,summer
2023-06-28,Northeast_US,28.2,12.7,0.0,summer
2023-06-29,Northeast_US,29.4,0.0,0.0,summer
2023-06-30,Northeast_US,27.3,15.1,0.0,summer
2023-07-01,Northeast_US,33.4,0.0,0.0,summer
2023-07-02,Northeast_US,24.3,20.3,0.0,summer
2023-07-03,Northeast_US,28.9,0.0,0.0,summer
2023-07-04,Northeast_US,30.0,0.0,0.0,summer
2023-07-05,Northeast_US,30.3,16.5,0.0,summer
2023-07-06,Northeast_US,24.1,0.0,0.0,summer
2023-07-07,Northeast_US,27.0,0.0,0.0,summer
2023-07-08,Northeast_US,28.3,0.0,0.0,summer
2023-07-09,Northeast_US,28.3,19.2,0.0,summer
2023-07-10,Northeast_US,30.1,0.0,0.0,summer
2023-07-11,Northeast_US,30.2,0.0,0.0,summer
2023-07-12,Northeast_US,27.0,0.0,0.0,summer
2023-07-13,Northeast_US,25.6,0.0,0.0,summer
2023-07-14,Northeast_US,28.4,0.0,0.0,summer
2023-07-15,Northeast_US,24.3,0.0,0.0,summer
2023-07-16,Northeast_US,27.9,37.5,0.0,summer
2023-07-17,Northeast_US,33.0,0.0,0.0,summer
2023-07-18,Northeast_US,29.1,4.1,0.0,summer
2023-07-19,Northeast_US,32.9,25.4,0.0,summer
2023-07-20,Northeast_US,30.0,0.0,0.0,summer
2023-07-21,Northeast_US,29.0,0.0,0.0,summer
2023-07-22,Northeast_US,28.6,0.0,0.0,summer
2023-07-23,Northeast_US,30.0,0.0,0.0,summer
2023-07-24,Northeast_US,27.6,0.0,0.0,summer
2023-07-25,Northeast_US,26.6,0.0,0.0,summer
2023-07-26,Northeast_US,27.1,38.0,0.0,summer
2023-07-27,Northeast_US,24.9,23.3,0.0,summer
2023-07-28,Northeast_US,32.0,0.0,0.0,summer
2023-07-29,Northeast_US,27.8,0.0,0.0,summer
2023-07-30,Northeast_US,26.1,0.0,0.0,summer
2023-07-31,Northeast_US,28.4,0.0,0.0,summer
2023-08-01,Northeast_US,23.0,0.0,0.0,summer
2023-08-02,Northeast_US,27.7,17.2,0.0,summer
2023-08-03,Northeast_US,25.7,0.0,0.0,summer
2023-08-04,Northeast_US,27.6,0.0,0.0,summer
2023-08-05,Northeast_US,28.6,0.0,0.0,summer
2023-08-06,Northeast_US,26.1,0.0,0.0,summer
2023-08-07,Northeast_US,25.0,0.0,0.0,summer
2023-08-08,Northeast_US,26.0,5.8,0.0,summer
2023-08-09,Northeast_US,26.5,0.0,0.0,summer
2023-08-10,Northeast_US,26.5,0.0,0.0,summer
2023-08-11,Northeast_US,20.2,0.0,0.0,summer
2023-08-12,Northeast_US,28.9,0.0,0.0,summer
2023-08-13,Northeast_US,29.2,0.0,0.0,summer
2023-08-14,Northeast_US,23.9,7.2,0.0,summer
2023-08-15,Northeast_US,20.3,0.0,0.0,summer
2023-08-16,Northeast_US,26.3,0.0,0.0,summer
2023-08-17,Northeast_US,23.3,16.3,0.0,summer
2023-08-18,Northeast_US,25.5,0.0,0.0,summer
2023-08-19,Northeast_US,20.9,12.0,0.0,summer
2023-08-20,Northeast_US,21.9,0.0,0.0,summer
2023-08-21,Northeast_US,25.6,1.3,0.0,summer
2023-08-22,Northeast_US,25.3,15.3,0.0,summer
2023-08-23,Northeast_US,25.0,0.0,0.0,summer
2023-08-24,Northeast_US,24.3,0.0,0.0,summer
2023-08-25,Northeast_US,23.4,0.0,0.0,summer
2023-08-26,Northeast_US,26.2,0.0,0.0,summer
2023-08-27,Northeast_US,25.2,0.0,0.0,summer
2023-08-28,Northeast_US,20.4,0.0,0.0,summer
2023-08-29,Northeast_US,18.2,4.8,0.0,summer
2023-08-30,Northeast_US,28.4,0.0,0.0,summer
2023-08-31,Northeast_US,25.0,0.0,0.0,summer
2023-09-01,Northeast_US,25.4,0.0,0.0,fall
2023-09-02,Northeast_US,21.6,2.5,0.0,fall
2023-09-03,Northeast_US,18.0,0.0,0.0,fall
2023-09-04,Northeast_US,25.9,35.8,0.0,fall
2023-09-05,Northeast_US,26.5,0.0,0.0,fall
2023-09-06,Northeast_US,18.2,0.0,0.0,fall
2023-09-07,Northeast_US,18.4,0.0,0.0,fall
2023-09-08,Northeast_US,18.5,0.0,0.0,fall
2023-09-09,Northeast_US,21.0,0.0,0.0,fall
2023-09-10,Northeast_US,23.2,0.0,0.0,fall
2023-09-11,Northeast_US,21.0,17.2,0.0,fall
2023-09-12,Northeast_US,24.6,0.0,0.0,fall
2023-09-13,Northeast_US,17.3,0.0,0.0,fall
2023-09-14,Northeast_US,19.8,0.0,0.0,fall
2023-09-15,Northeast_US,23.5,0.0,0.0,fall
2023-09-16,Northeast_US,19.8,0.0,0.0,fall
2023-09-17,Northeast_US,20.2,0.0,0.0,fall
2023-09-18,Northeast_US,18.4,0.0,0.0,fall
2023-09-19,Northeast_US,14.7,0.0,0.0,fall
2023-09-20,Northeast_US,18.9,0.0,0.0,fall
2023-09-21,Northeast_US,21.8,0.0,0.0,fall
2023-09-22,Northeast_US,16.0,18.2,0.0,fall
2023-09-23,Northeast_US,19.3,20.6,0.0,fall
2023-09-24,Northeast_US,13.0,0.0,0.0,fall
2023-09-25,Northeast_US,18.4,0.0,0.0,fall
2023-09-26,Northeast_US,14.1,0.0,0.0,fall
2023-09-27,Northeast_US,16.7,0.0,0.0,fall
2023-09-28,Northeast_US,12.3,0.0,0.0,fall
2023-09-29,Northeast_US,20.9,0.0,0.0,fall
2023-09-30,Northeast_US,12.7,0.0,0.0,fall
2023-10-01,Northeast_US,15.0,0.0,0.0,fall
2023-10-02,Northeast_US,16.4,0.0,0.0,fall
2023-10-03,Northeast_US,13.7,0.0,0.0,fall
2023-10-04,Northeast_US,14.9,0.0,0.0,fall
2023-10-05,Northeast_US,17.1,0.0,0.0,fall
2023-10-06,Northeast_US,15.3,0.0,0.0,fall
2023-10-07,Northeast_US,10.6,0.0,0.0,fall
2023-10-08,Northeast_US,11.0,0.0,0.0,fall
2023-10-09,Northeast_US,14.4,0.0,0.0,fall
2023-10-10,Northeast_US,12.9,0.0,0.0,fall
2023-10-11,Northeast_US,16.6,0.0,0.0,fall
2023-10-12,Northeast_US,11.4,0.0,0.0,fall
2023-10-13,Northeast_US,14.3,0.0,0.0,fall
2023-10-14,Northeast_US,13.6,2.6,0.0,fall
2023-10-15,Northeast_US,12.1,0.0,0.0,fall
2023-10-16,Northeast_US,12.1,0.0,0.0,fall
2023-10-17,Northeast_US,10.1,0.0,0.0,fall
2023-10-18,Northeast_US,11.4,22.9,0.0,fall
2023-10-19,Northeast_US,12.5,0.0,0.0,fall
2023-10-20,Northeast_US,12.5,3.0,0.0,fall
2023-10-21,Northeast_US,9.8,4.9,0.0,fall
2023-10-22,Northeast_US,6.8,0.0,0.0,fall
2023-10-23,Northeast_US,10.9,38.6,0.0,fall
2023-10-24,Northeast_US,12.0,0.0,0.0,fall
2023-10-25,Northeast_US,12.7,0.0,0.0,fall
2023-10-26,Northeast_US,7.0,0.0,0.0,fall
2023-10-27,Northeast_US,5.8,12.1,0.0,fall
2023-10-28,Northeast_US,7.9,31.0,0.0,fall
2023-10-29,Northeast_US,7.2,0.0,0.0,fall
2023-10-30,Northeast_US,13.9,0.0,0.0,fall
2023-10-31,Northeast_US,9.4,0.0,0.0,fall
2023-11-01,Northeast_US,12.5,0.0,0.0,fall
2023-11-02,Northeast_US,8.7,30.2,0.0,fall
2023-11-03,Northeast_US,6.3,2.5,0.0,fall
2023-11-04,Northeast_US,10.3,0.0,0.0,fall
2023-11-05,Northeast_US,1.7,0.0,0.0,fall
2023-11-06,Northeast_US,5.8,32.5,16.1,fall
2023-11-07,Northeast_US,6.2,0.0,22.5,fall
2023-11-08,Northeast_US,5.7,0.0,10.3,fall
2023-11-09,Northeast_US,3.6,0.0,19.1,fall
2023-11-10,Northeast_US,7.1,39.3,13.2,fall
2023-11-11,Northeast_US,7.8,0.0,0.0,fall
2023-11-12,Northeast_US,5.2,13.9,0.0,fall
2023-11-13,Northeast_US,4.7,0.0,0.0,fall
2023-11-14,Northeast_US,7.0,0.0,20.7,fall
2023-11-15,Northeast_US,7.6,0.0,21.2,fall
2023-11-16,Northeast_US,1.4,0.0,0.0,fall
2023-11-17,Northeast_US,5.0,0.0,0.0,fall
2023-11-18,Northeast_US,9.8,0.0,0.0,fall
2023-11-19,Northeast_US,1.8,0.0,0.0,fall
2023-11-20,Northeast_US,-2.1,0.0,0.0,fall
2023-11-21,Northeast_US,1.6,0.0,0.0,fall
2023-11-22,Northeast_US,-0.3,0.0,0.0,fall
2023-11-23,Northeast_US,3.6,0.0,0.0,fall
2023-11-24,Northeast_US,1.7,0.0,0.0,fall
2023-11-25,Northeast_US,-1.4,34.3,17.0,fall
2023-11-26,Northeast_US,3.3,0.0,0.0,fall
2023-11-27,Northeast_US,3.0,0.0,0.0,fall
2023-11-28,Northeast_US,2.0,0.0,0.0,fall
2023-11-29,Northeast_US,1.1,0.0,0.0,fall
2023-11-30,Northeast_US,1.6,3.8,2.1,fall
2023-12-01,Northeast_US,0.0,0.0,0.0,winter
2023-12-02,Northeast_US,0.5,0.0,0.0,winter
2023-12-03,Northeast_US,2.9,8.0,0.0,winter
2023-12-04,Northeast_US,3.0,0.0,0.0,winter
2023-12-05,Northeast_US,-5.1,0.0,0.0,winter
2023-12-06,Northeast_US,1.7,38.6,0.0,winter
2023-12-07,Northeast_US,5.6,34.6,0.0,winter
2023-12-08,Northeast_US,4.9,39.2,0.0,winter
2023-12-09,Northeast_US,2.2,0.0,0.0,winter
2023-12-10,Northeast_US,-1.1,0.0,0.0,winter
2023-12-11,Northeast_US,0.0,19.0,0.0,winter
2023-12-12,Northeast_US,0.3,0.0,0.0,winter
2023-12-13,Northeast_US,3.6,0.0,20.5,winter
2023-12-14,Northeast_US,-3.4,0.0,3.9,winter
2023-12-15,Northeast_US,-0.2,0.0,0.0,winter
2023-12-16,Northeast_US,-3.0,0.0,14.3,winter
2023-12-17,Northeast_US,3.3,0.0,0.0,winter
2023-12-18,Northeast_US,4.2,0.0,27.7,winter
2023-12-19,Northeast_US,-1.3,0.0,0.0,winter
2023-12-20,Northeast_US,-3.8,0.0,0.0,winter
2023-12-21,Northeast_US,-2.8,0.0,0.0,winter
2023-12-22,Northeast_US,0.7,0.0,0.0,winter
2023-12-23,Northeast_US,-0.3,0.0,21.0,winter
2023-12-24,Northeast_US,-2.0,0.0,0.0,winter
2023-12-25,Northeast_US,-4.5,0.0,0.0,winter
2023-12-26,Northeast_US,-1.7,9.8,17.1,winter
2023-12-27,Northeast_US,-0.5,19.1,0.0,winter
2023-12-28,Northeast_US,-2.1,0.0,0.0,winter
2023-12-29,Northeast_US,-0.7,13.9,0.0,winter
2023-12-30,Northeast_US,-1.9,0.0,0.0,winter
2023-12-31,Northeast_US,-3.9,15.7,0.0,winter
2024-01-01,Northeast_US,-3.8,0.0,24.5,winter
2024-01-02,Northeast_US,-1.7,9.1,0.0,winter
2024-01-03,Northeast_US,-4.7,8.4,0.0,winter
2024-01-04,Northeast_US,-3.4,0.0,0.0,winter
2024-01-05,Northeast_US,-9.2,0.0,0.0,winter
2024-01-06,Northeast_US,-4.3,13.5,0.0,winter
2024-01-07,Northeast_US,-1.0,0.0,0.0,winter
2024-01-08,Northeast_US,-8.2,0.0,0.0,winter
2024-01-09,Northeast_US,-2.9,0.0,0.0,winter
2024-01-10,Northeast_US,0.9,0.0,7.7,winter
2024-01-11,Northeast_US,-2.5,22.6,0.0,winter
2024-01-12,Northeast_US,-4.4,0.0,0.0,winter
2024-01-13,Northeast_US,-2.4,22.5,18.0,winter
2024-01-14,Northeast_US,-3.7,0.0,0.0,winter
2024-01-15,Northeast_US,-6.9,0.0,0.0,winter
2024-01-16,Northeast_US,-4.8,0.0,0.0,winter
2024-01-17,Northeast_US,-2.9,35.7,0.0,winter
2024-01-18,Northeast_US,-8.7,0.0,0.0,winter
2024-01-19,Northeast_US,-4.7,1.2,24.9,winter
2024-01-20,Northeast_US,-3.4,6.9,19.7,winter
2024-01-21,Northeast_US,-1.3,0.0,19.9,winter
2024-01-22,Northeast_US,-0.9,0.0,0.0,winter
2024-01-23,Northeast_US,-3.6,29.2,0.0,winter
2024-01-24,Northeast_US,-4.8,20.6,0.0,winter
2024-01-25,Northeast_US,-6.4,36.8,0.0,winter
2024-01-26,Northeast_US,-3.9,25.2,0.0,winter
2024-01-27,Northeast_US,-1.5,38.4,0.0,winter
2024-01-28,Northeast_US,-5.2,28.2,0.0,winter
2024-01-29,Northeast_US,0.8,0.0,29.8,winter
2024-01-30,Northeast_US,-7.2,0.0,13.3,winter
2024-01-31,Northeast_US,-3.0,34.0,0.0,winter
2024-02-01,Northeast_US,3.2,0.0,0.0,winter
2024-02-02,Northeast_US,-4.4,0.0,0.0,winter
2024-02-03,Northeast_US,-5.2,0.0,27.2,winter
2024-02-04,Northeast_US,-4.1,0.0,0.0,winter
2024-02-05,Northeast_US,-1.1,0.0,17.2,winter
2024-02-06,Northeast_US,1.3,33.0,7.8,winter
2024-02-07,Northeast_US,-4.0,0.0,0.0,winter
2024-02-08,Northeast_US,0.1,0.0,0.0,winter
2024-02-09,Northeast_US,-5.9,0.0,0.0,winter
2024-02-10,Northeast_US,-0.0,0.0,0.0,winter
2024-02-11,Northeast_US,-1.2,0.0,22.9,winter
2024-02-12,Northeast_US,-1.5,0.0,18.9,winter
2024-02-13,Northeast_US,-4.1,0.0,0.0,winter
2024-02-14,Northeast_US,0.8,0.0,0.0,winter
2024-02-15,Northeast_US,-0.9,0.0,17.5,winter
2024-02-16,Northeast_US,1.0,0.0,0.0,winter
2024-02-17,Northeast_US,-5.1,11.5,8.9,winter
2024-02-18,Northeast_US,1.2,0.0,12.9,winter
2024-02-19,Northeast_US,-1.6,0.0,28.4,winter
2024-02-20,Northeast_US,-2.7,0.0,14.1,winter
2024-02-21,Northeast_US,-4.5,4.5,0.0,winter
2024-02-22,Northeast_US,-2.3,0.0,0.0,winter
2024-02-23,Northeast_US,-1.5,0.0,13.6,winter
2024-02-24,Northeast_US,-4.0,21.3,0.0,winter
2024-02-25,Northeast_US,-0.9,11.5,0.0,winter
2024-02-26,Northeast_US,0.8,31.5,9.7,winter
2024-02-27,Northeast_US,-0.9,0.0,0.0,winter
2024-02-28,Northeast_US,-3.1,0.0,0.0,winter
2024-02-29,Northeast_US,1.3,0.0,2.2,winter
2024-03-01,Northeast_US,-1.9,0.0,0.0,spring
2024-03-02,Northeast_US,-1.6,0.0,0.0,spring
2024-03-03,Northeast_US,-2.2,0.0,18.9,spring
2024-03-04,Northeast_US,-1.0,16.5,0.0,spring
2024-03-05,Northeast_US,4.6,0.0,0.0,spring
2024-03-06,Northeast_US,0.3,0.0,0.0,spring
2024-03-07,Northeast_US,5.6,0.0,0.0,spring
2024-03-08,Northeast_US,5.5,30.9,29.9,spring
2024-03-09,Northeast_US,2.4,32.1,0.0,spring
2024-03-10,Northeast_US,3.0,34.1,0.0,spring
2024-03-11,Northeast_US,-1.5,7.0,10.5,spring
2024-03-12,Northeast_US,-0.9,0.0,0.0,spring
2024-03-13,Northeast_US,3.6,0.0,0.0,spring
2024-03-14,Northeast_US,2.2,0.0,0.0,spring
2024-03-15,Northeast_US,3.3,0.0,0.0,spring
2024-03-16,Northeast_US,4.3,0.0,0.0,spring
2024-03-17,Northeast_US,2.8,24.9,20.6,spring
2024-03-18,Northeast_US,-0.3,0.0,0.0,spring
2024-03-19,Northeast_US,-1.3,4.8,24.3,spring
2024-03-20,Northeast_US,3.5,0.0,22.9,spring
2024-03-21,Northeast_US,2.7,0.0,0.0,spring
2024-03-22,Northeast_US,9.7,0.0,0.0,spring
2024-03-23,Northeast_US,11.9,36.9,0.0,spring
2024-03-24,Northeast_US,3.8,0.0,25.3,spring
2024-03-25,Northeast_US,7.2,0.0,0.0,spring
2024-03-26,Northeast_US,4.7,0.0,4.7,spring
2024-03-27,Northeast_US,6.1,14.4,21.9,spring
2024-03-28,Northeast_US,5.9,0.0,24.4,spring
2024-03-29,Northeast_US,3.3,0.0,0.0,spring
2024-03-30,Northeast_US,7.6,0.0,0.0,spring
2024-03-31,Northeast_US,3.5,0.0,20.4,spring
2024-04-01,Northeast_US,9.1,0.0,0.0,spring
2024-04-02,Northeast_US,5.5,0.0,0.0,spring
2024-04-03,Northeast_US,6.9,9.4,0.0,spring
2024-04-04,Northeast_US,11.7,0.0,0.0,spring
2024-04-05,Northeast_US,9.1,0.0,0.0,spring
2024-04-06,Northeast_US,5.4,0.0,0.0,spring
2024-04-07,Northeast_US,7.3,5.4,0.0,spring
2024-04-08,Northeast_US,6.4,0.0,0.0,spring
2024-04-09,Northeast_US,7.3,0.0,0.0,spring
2024-04-10,Northeast_US,11.0,14.7,0.0,spring
2024-04-11,Northeast_US,11.5,0.0,0.0,spring
2024-04-12,Northeast_US,13.3,0.0,0.0,spring
2024-04-13,Northeast_US,7.1,0.0,0.0,spring
2024-04-14,Northeast_US,8.5,0.0,0.0,spring
2024-04-15,Northeast_US,9.8,5.6,0.0,spring
2024-04-16,Northeast_US,12.0,0.0,0.0,spring
2024-04-17,Northeast_US,9.0,0.0,0.0,spring
2024-04-18,Northeast_US,10.4,0.0,0.0,spring
2024-04-19,Northeast_US,16.9,0.0,0.0,spring
2024-04-20,Northeast_US,9.3,7.5,0.0,spring
