telemetry_id,timestamp,date,asset_id,operator_id,previous_operator_id,site_id,latitude,longitude,speed_kmh,engine_hours_today,idle_hours_today,total_engine_hours,fuel_used_l,expected_fuel_l,fuel_level_pct,engine_temperature_c,oil_pressure_kpa,coolant_temperature_c,oil_temperature_c,battery_voltage_v,hydraulic_pressure_bar,vibration_g,rpm,gps_status,network_strength_pct,zero_activity_streak_days,is_anomaly,anomaly_type,maintenance_within_30d
311034,2026-05-17T18:00:00Z,2026-05-17,MAC00350,OP0224,OP0224,SITE0160,-37.84013,144.85781,23.2,3.07,1.16,7853.2,211.17,191.05,54.6,93.5,47.2,80.4,90.3,24.74,197.8,0.416,1915,OK,66,0,0,,0
311035,2026-05-18T18:00:00Z,2026-05-18,MAC00350,OP0224,OP0224,SITE0160,-37.83577,144.85529,8.8,8.15,3.02,7861.4,550.94,506.79,40.4,98.9,42.0,82.8,94.1,23.77,220.5,0.402,1729,OK,95,0,0,,0
311036,2026-05-19T18:00:00Z,2026-05-19,MAC00350,OP0224,OP0224,SITE0160,-37.83855,144.85152,14.5,5.3,2.1,7866.7,310.27,329.57,50.3,90.5,46.7,77.6,99.8,23.57,196.6,0.603,1726,OK,77,0,0,,0
311037,2026-05-20T18:00:00Z,2026-05-20,MAC00350,OP0224,OP0224,SITE0160,-37.83619,144.85478,10.0,6.87,1.64,7873.5,433.61,427.08,50.3,96.5,48.8,83.3,85.3,23.71,198.1,0.476,1588,OK,67,0,0,,0
311038,2026-05-21T18:00:00Z,2026-05-21,MAC00350,OP0224,OP0224,SITE0160,-37.83802,144.85363,20.5,8.44,2.5,7882.0,535.22,524.5,47.8,96.8,40.0,79.2,90.7,24.08,176.6,0.42,1721,OK,63,0,0,,0
311039,2026-05-22T18:00:00Z,2026-05-22,MAC00350,OP0224,OP0224,SITE0160,-37.83772,144.85589,18.2,6.82,2.38,7888.8,340.97,423.92,59.5,88.7,43.1,83.2,87.0,23.91,194.9,0.566,1625,OK,78,0,0,,0
311040,2026-05-23T18:00:00Z,2026-05-23,MAC00350,OP0224,OP0224,SITE0160,-37.83645,144.85158,8.5,3.69,0.61,7892.5,222.13,229.22,43.9,90.7,48.1,82.8,88.6,24.95,210.3,0.495,1926,OK,64,0,0,,0
311041,2026-05-24T18:00:00Z,2026-05-24,MAC00350,OP0224,OP0224,SITE0160,-37.83793,144.8509,17.6,2.9,1.53,7895.4,180.84,180.54,71.5,93.6,36.4,81.1,97.0,23.55,216.3,0.543,1665,OK,67,0,0,,0
311042,2026-05-25T18:00:00Z,2026-05-25,MAC00350,OP0224,OP0224,SITE0160,-37.8349,144.85455,17.9,7.14,1.94,7902.5,414.24,444.12,60.2,96.1,40.5,87.2,86.3,24.55,201.2,0.576,1658,OK,98,0,0,,0
311043,2026-05-26T18:00:00Z,2026-05-26,MAC00350,OP0224,OP0224,SITE0160,-37.83775,144.85346,16.4,9.27,2.67,7911.8,588.43,576.72,44.2,94.0,45.4,79.3,94.7,24.35,207.1,0.409,1847,OK,93,0,0,,0
312286,2026-05-16T18:00:00Z,2026-05-16,MAC00370,OP0077,OP0077,SITE0084,23.07052,72.56331,18.8,3.47,0.38,9720.6,62.29,71.52,67.7,95.8,40.8,81.8,92.0,23.98,191.4,0.679,1750,OK,76,0,0,,0
312287,2026-05-17T18:00:00Z,2026-05-17,MAC00370,OP0077,OP0077,SITE0084,23.07102,72.56574,16.6,2.96,1.24,9723.6,62.43,61.0,85.6,90.3,42.1,86.1,94.5,23.78,212.0,0.649,1900,OK,80,0,0,,0
312288,2026-05-18T18:00:00Z,2026-05-18,MAC00370,OP0077,OP0077,SITE0084,23.06856,72.55917,16.2,7.66,3.36,9731.3,148.57,158.0,55.1,93.7,40.0,76.5,93.4,24.54,222.8,0.635,1768,OK,89,0,0,,0
312289,2026-05-19T18:00:00Z,2026-05-19,MAC00370,OP0077,OP0077,SITE0084,23.06666,72.55653,9.1,5.11,2.76,9736.4,107.08,105.31,64.7,95.1,38.2,80.2,91.4,24.13,189.3,0.624,1583,OK,88,0,0,,0
312290,2026-05-20T18:00:00Z,2026-05-20,MAC00370,OP0077,OP0077,SITE0084,23.06612,72.56223,17.1,7.01,1.64,9743.4,152.95,144.69,75.6,93.9,36.1,87.8,99.9,23.87,198.2,0.698,1850,OK,62,0,0,,0
312291,2026-05-21T18:00:00Z,2026-05-21,MAC00370,OP0077,OP0077,SITE0084,23.06916,72.56324,24.9,5.37,2.6,9748.7,127.69,110.69,41.0,94.1,42.6,86.6,89.3,24.67,208.8,0.622,1569,OK,64,0,0,,0
312292,2026-05-22T18:00:00Z,2026-05-22,MAC00370,OP0077,OP0077,SITE0084,23.07094,72.56176,21.8,6.69,1.05,9755.4,133.49,137.93,70.2,94.8,35.3,85.0,98.6,25.5,215.3,0.627,1719,OK,99,0,0,,0
312293,2026-05-23T18:00:00Z,2026-05-23,MAC00370,OP0077,OP0077,SITE0084,23.06635,72.55996,22.8,3.5,0.75,9758.9,60.96,72.22,42.0,97.2,37.7,86.3,97.6,24.63,189.1,0.647,1719,OK,99,0,0,,0
312294,2026-05-24T18:00:00Z,2026-05-24,MAC00370,OP0077,OP0077,SITE0084,23.06778,72.55892,14.0,4.23,0.73,9763.2,94.95,87.34,37.2,92.7,43.6,84.1,95.7,24.39,205.4,0.712,1846,OK,66,0,0,,0
312295,2026-05-25T18:00:00Z,2026-05-25,MAC00370,OP0077,OP0077,SITE0084,23.06757,72.56036,13.6,9.88,0.2,9773.0,223.78,203.89,43.4,96.6,37.8,79.5,96.9,24.31,212.5,0.73,2065,OK,64,0,0,,0
312405,2026-05-16T18:00:00Z,2026-05-16,MAC00536,OP0020,OP0020,SITE0008,53.06053,8.7895,16.0,3.34,1.07,6065.4,221.58,215.61,66.0,93.8,39.0,79.7,89.5,24.36,192.6,0.648,1754,OK,88,0,0,,0
312406,2026-05-17T18:00:00Z,2026-05-17,MAC00536,OP0020,OP0020,SITE0008,53.05723,8.78991,20.2,3.42,1.23,6068.8,226.52,220.55,38.6,93.6,37.2,77.6,87.1,24.58,220.2,0.617,1759,OK,82,0,0,,0
312407,2026-05-18T18:00:00Z,2026-05-18,MAC00536,OP0020,OP0020,SITE0008,53.05866,8.78844,9.9,7.88,3.31,6076.7,581.97,508.95,77.4,93.1,41.4,82.6,85.7,23.98,203.4,0.382,1797,OK,71,0,0,,0
312446,2026-05-16T18:00:00Z,2026-05-16,MAC00477,OP0276,OP0276,SITE0124,51.42736,6.93198,13.1,3.42,1.03,3621.6,191.7,164.44,57.5,90.0,39.4,80.8,91.9,24.36,195.9,0.599,1825,OK,65,0,0,,0
312447,2026-05-17T18:00:00Z,2026-05-17,MAC00477,OP0276,OP0276,SITE0124,51.42353,6.93152,23.3,2.25,0.82,3623.8,99.45,108.32,82.6,91.9,40.4,80.9,94.3,24.46,212.8,0.482,1872,OK,60,0,0,,0
312448,2026-05-18T18:00:00Z,2026-05-18,MAC00477,OP0276,OP0276,SITE0124,51.42496,6.93073,11.4,8.76,2.5,3632.6,466.28,420.86,53.7,95.7,55.5,76.4,89.2,24.1,215.7,0.324,1707,OK,80,0,0,,0
312867,2026-05-16T18:00:00Z,2026-05-16,MAC00307,OP0158,OP0158,SITE0173,23.03084,72.56381,12.9,3.88,0.73,5778.3,232.5,236.03,61.5,98.0,48.8,84.8,92.4,24.8,195.4,0.513,1836,OK,74,0,0,,0
312868,2026-05-17T18:00:00Z,2026-05-17,MAC00307,OP0158,OP0158,SITE0173,23.03138,72.56763,19.0,3.36,0.67,5781.6,201.2,204.57,54.6,95.1,40.6,76.0,89.7,24.64,198.6,0.443,1850,OK,77,0,0,,0
312869,2026-05-18T18:00:00Z,2026-05-18,MAC00307,OP0158,OP0158,SITE0173,23.03628,72.57009,16.0,4.81,1.79,5786.5,281.68,292.38,81.8,93.6,48.9,82.8,83.6,24.02,194.6,0.373,1691,OK,69,0,0,,0
312870,2026-05-19T18:00:00Z,2026-05-19,MAC00307,OP0158,OP0158,SITE0173,23.03196,72.56506,16.9,7.38,2.08,5793.8,457.44,448.53,85.0,87.6,37.8,81.4,96.3,24.02,200.1,0.571,1702,OK,94,0,0,,0
312871,2026-05-20T18:00:00Z,2026-05-20,MAC00307,OP0158,OP0158,SITE0173,23.03211,72.56932,11.4,7.25,2.13,5801.1,377.38,440.58,33.6,95.9,50.1,83.5,94.6,24.2,192.3,0.56,1623,OK,70,0,0,,0
312872,2026-05-21T18:00:00Z,2026-05-21,MAC00307,OP0158,OP0158,SITE0173,23.03322,72.56741,16.8,7.88,1.62,5809.0,506.61,479.32,69.9,98.7,47.9,84.1,89.4,24.36,205.3,0.527,1956,OK,70,0,0,,0
312873,2026-05-22T18:00:00Z,2026-05-22,MAC00307,OP0158,OP0158,SITE0173,23.03429,72.56708,7.9,5.51,1.15,5814.5,337.57,335.25,63.1,90.4,41.1,83.6,93.0,24.85,200.9,0.522,1914,OK,71,0,0,,0
312874,2026-05-23T18:00:00Z,2026-05-23,MAC00307,OP0158,OP0158,SITE0173,23.03444,72.5673,15.8,3.48,1.18,5817.9,236.63,211.41,53.8,94.4,47.3,80.7,89.4,23.99,196.8,0.455,1622,OK,87,0,0,,0
312875,2026-05-24T18:00:00Z,2026-05-24,MAC00307,OP0158,OP0158,SITE0173,23.03331,72.56395,11.1,4.6,0.35,5822.5,275.1,279.94,72.6,96.2,43.6,79.7,84.8,24.22,200.8,0.469,1769,OK,60,0,0,,0
312876,2026-05-25T18:00:00Z,2026-05-25,MAC00307,OP0158,OP0158,SITE0173,23.03355,72.56757,11.2,8.48,1.42,5831.0,463.12,516.04,75.3,91.4,45.4,79.3,94.5,24.33,209.7,0.559,1862,OK,85,0,0,,0
312877,2026-05-26T18:00:00Z,2026-05-26,MAC00307,OP0158,OP0158,SITE0173,23.03284,72.56366,26.2,6.26,1.64,5837.3,373.0,380.87,42.1,92.1,36.5,80.9,89.7,25.41,191.2,0.658,1855,OK,63,0,0,,0
312878,2026-05-27T18:00:00Z,2026-05-27,MAC00307,OP0158,OP0158,SITE0173,23.0325,72.56814,9.8,7.92,1.41,5845.2,427.14,482.01,45.7,87.2,41.2,82.2,92.7,25.16,193.8,0.444,1876,OK,77,0,0,,0
312879,2026-05-28T18:00:00Z,2026-05-28,MAC00307,OP0158,OP0158,SITE0173,23.03801,72.56755,20.7,6.8,2.14,5852.0,352.28,413.86,61.9,90.7,41.8,80.0,98.9,24.74,203.9,0.53,1947,OK,96,0,0,,0
312880,2026-05-29T18:00:00Z,2026-05-29,MAC00307,OP0158,OP0158,SITE0173,23.03211,72.56525,4.6,5.63,1.1,5857.6,417.21,342.64,57.2,95.1,39.4,84.4,86.1,24.65,202.0,0.515,1724,OK,67,0,0,,0
312881,2026-05-30T18:00:00Z,2026-05-30,MAC00307,OP0158,OP0158,SITE0173,23.03658,72.5661,12.5,3.75,0.47,5861.4,209.76,227.96,35.8,91.8,34.1,77.1,83.7,23.81,201.8,0.606,1898,OK,82,0,0,,0
312882,2026-05-31T18:00:00Z,2026-05-31,MAC00307,OP0158,OP0158,SITE0173,23.03254,72.56712,12.3,3.4,1.0,5864.8,183.74,206.94,71.0,93.5,43.2,78.3,85.9,23.91,185.2,0.479,1825,OK,84,0,0,,0
313067,2026-05-16T18:00:00Z,2026-05-16,MAC00517,,OP0005,SITE0042,41.75924,-87.69784,11.7,3.04,0.79,12953.3,248.82,211.73,49.7,96.9,40.5,84.4,98.3,24.23,189.6,0.723,1811,OK,65,0,0,,0
313068,2026-05-17T18:00:00Z,2026-05-17,MAC00517,,OP0005,SITE0042,41.75966,-87.69891,11.1,3.48,0.57,12956.8,286.63,242.93,39.7,90.9,42.8,83.4,96.3,23.8,193.6,0.756,1709,OK,94,0,0,,0
313069,2026-05-18T18:00:00Z,2026-05-18,MAC00517,,OP0005,SITE0042,41.75834,-87.69805,4.9,5.34,1.92,12962.2,339.59,372.1,44.7,99.2,37.7,88.6,96.0,23.31,198.0,0.757,1723,OK,71,0,0,,0
313295,2026-05-16T18:00:00Z,2026-05-16,MAC00435,OP0214,OP0214,SITE0088,-27.99448,153.33578,15.7,3.45,1.04,3341.0,109.32,117.5,77.6,90.3,47.9,81.4,85.8,24.83,219.7,0.443,1755,OK,61,0,0,,0
313296,2026-05-17T18:00:00Z,2026-05-17,MAC00435,OP0214,OP0214,SITE0088,-27.99317,153.33579,13.1,3.8,0.59,3344.8,110.36,129.75,54.3,92.2,44.2,75.9,87.0,23.92,217.0,0.376,1771,OK,64,0,0,,0
313297,2026-05-18T18:00:00Z,2026-05-18,MAC00435,OP0214,OP0214,SITE0088,-27.99508,153.33505,9.0,8.06,1.68,3352.9,296.14,274.97,34.5,91.1,44.6,78.0,87.2,24.68,225.2,0.44,1844,OK,76,0,0,,0
313298,2026-05-19T18:00:00Z,2026-05-19,MAC00435,OP0214,OP0214,SITE0088,-27.99327,153.33802,20.9,5.17,1.5,3358.0,174.44,176.2,86.8,87.2,52.3,74.4,85.1,24.2,188.0,0.51,1669,OK,78,0,0,,0
313299,2026-05-20T18:00:00Z,2026-05-20,MAC00435,OP0214,OP0214,SITE0088,-27.99655,153.33463,0.4,1.06,7.26,3359.1,37.53,36.27,56.1,92.9,47.2,78.3,90.3,23.83,209.9,0.362,1827,OK,96,0,1,excess_idle,0
313300,2026-05-21T18:00:00Z,2026-05-21,MAC00435,OP0214,OP0214,SITE0088,-27.99525,153.33554,0.0,8.09,1.79,3367.2,286.53,276.0,83.5,84.7,39.4,80.8,85.3,24.73,202.5,0.425,1578,OK,98,0,0,,0
313301,2026-05-22T18:00:00Z,2026-05-22,MAC00435,OP0214,OP0214,SITE0088,-27.99384,153.33574,9.3,8.29,2.37,3375.5,294.6,282.93,13.6,86.5,43.6,78.5,86.3,24.86,189.5,0.309,1727,OK,61,0,0,,0
313302,2026-05-23T18:00:00Z,2026-05-23,MAC00435,OP0214,OP0214,SITE0088,-27.99347,153.33877,17.7,2.53,0.76,3378.0,82.53,86.43,52.9,89.7,48.5,79.5,79.8,24.46,198.6,0.443,1741,OK,72,0,0,,0
313303,2026-05-24T18:00:00Z,2026-05-24,MAC00435,OP0214,OP0214,SITE0088,-27.99373,153.33696,15.8,3.12,1.33,3381.1,125.05,106.57,48.4,89.0,43.1,74.5,94.4,24.41,195.7,0.486,1803,OK,67,0,0,,0
313304,2026-05-25T18:00:00Z,2026-05-25,MAC00435,OP0214,OP0214,SITE0088,-27.99627,153.337,14.1,7.18,1.51,3388.3,226.29,244.82,53.0,90.0,54.3,83.0,80.2,24.8,218.4,0.324,1784,OK,75,0,0,,0
313305,2026-05-26T18:00:00Z,2026-05-26,MAC00435,OP0214,OP0214,SITE0088,-27.99998,153.33323,22.4,5.18,2.45,3393.5,179.32,176.73,94.0,87.7,42.7,79.6,91.6,24.35,197.8,0.434,1719,OK,82,0,0,,0
313306,2026-05-27T18:00:00Z,2026-05-27,MAC00435,OP0214,OP0214,SITE0088,-27.99522,153.33743,16.1,6.52,0.7,3400.0,256.59,222.63,74.4,91.3,54.9,76.6,85.4,25.12,206.2,0.414,1854,OK,83,0,0,,0
313307,2026-05-28T18:00:00Z,2026-05-28,MAC00435,OP0214,OP0214,SITE0088,-27.9943,153.33546,22.7,7.57,2.81,3407.6,284.82,258.4,88.5,87.1,40.5,80.1,93.5,24.25,224.9,0.342,2039,OK,86,0,0,,0
313308,2026-05-29T18:00:00Z,2026-05-29,MAC00435,OP0214,OP0214,SITE0088,-27.99758,153.33618,18.4,6.68,1.71,3414.3,229.83,227.91,67.7,88.9,51.7,81.6,91.2,24.21,212.2,0.449,1902,OK,62,0,0,,0
313309,2026-05-30T18:00:00Z,2026-05-30,MAC00435,OP0214,OP0214,SITE0088,-27.99823,153.33372,31.9,2.56,1.07,3416.8,274.6,87.35,53.7,90.0,46.1,76.7,87.8,24.07,203.5,0.379,1857,OK,65,0,1,fuel_anomaly,0
313310,2026-05-31T18:00:00Z,2026-05-31,MAC00435,OP0214,OP0214,SITE0088,-27.99195,153.3347,19.2,3.55,0.22,3420.4,113.37,121.23,67.1,88.2,48.1,71.7,92.5,24.37,202.2,0.298,1842,OK,71,0,0,,0
313311,2026-06-01T18:00:00Z,2026-06-01,MAC00435,OP0214,OP0214,SITE0088,-28.00082,153.33649,7.8,6.65,1.73,3427.0,201.33,227.01,53.0,91.8,43.4,80.6,90.2,25.06,220.9,0.257,1484,OK,94,0,0,,0
313312,2026-06-02T18:00:00Z,2026-06-02,MAC00435,OP0214,OP0214,SITE0088,-27.99432,153.33474,15.2,6.16,0.13,3433.2,179.12,210.3,64.1,88.8,47.3,75.3,87.1,24.97,210.8,0.363,1863,OK,73,0,0,,0
313313,2026-06-03T18:00:00Z,2026-06-03,MAC00435,OP0214,OP0214,SITE0088,-27.99881,153.33618,9.4,7.51,2.02,3440.7,242.44,256.29,53.4,94.7,48.9,81.6,93.2,24.9,179.4,0.356,1752,OK,74,0,0,,0
313314,2026-06-04T18:00:00Z,2026-06-04,MAC00435,OP0214,OP0214,SITE0088,-28.0,153.33418,18.1,5.95,0.68,3446.6,210.92,203.12,37.6,92.1,42.0,84.0,88.9,24.3,235.9,0.316,1639,OK,78,0,0,,0
313315,2026-06-05T18:00:00Z,2026-06-05,MAC00435,OP0214,OP0214,SITE0088,-27.99572,153.33514,19.4,5.51,2.65,3452.2,202.04,188.13,10.1,88.6,50.4,80.2,95.4,24.01,217.9,0.456,1815,OK,71,0,0,,0
313316,2026-06-06T18:00:00Z,2026-06-06,MAC00435,OP0214,OP0214,SITE0088,-27.99455,153.33369,17.0,4.37,0.43,3456.5,159.28,149.23,35.8,91.6,40.2,79.4,91.8,24.56,195.5,0.448,1659,OK,97,0,0,,0
313317,2026-06-07T18:00:00Z,2026-06-07,MAC00435,OP0214,OP0214,SITE0088,-27.99651,153.33668,11.6,2.89,1.55,3459.4,106.24,98.5,40.2,95.3,49.0,75.7,84.2,24.42,210.2,0.318,1914,OK,87,0,0,,0
313318,2026-06-08T18:00:00Z,2026-06-08,MAC00435,OP0214,OP0214,SITE0088,-27.99451,153.33569,10.7,6.55,2.41,3466.0,185.75,223.64,34.7,88.2,37.5,86.1,79.5,23.79,200.7,0.469,1787,OK,92,0,0,,0
313319,2026-06-09T18:00:00Z,2026-06-09,MAC00435,OP0214,OP0214,SITE0088,-27.99408,153.33729,8.3,6.59,2.24,3472.6,226.37,225.1,73.4,86.5,43.8,78.9,77.8,23.62,194.6,0.395,1911,OK,62,0,0,,0
313320,2026-06-10T18:00:00Z,2026-06-10,MAC00435,OP0214,OP0214,SITE0088,-27.99675,153.33544,15.3,8.94,1.06,3481.5,332.84,305.16,82.6,90.1,39.0,80.6,88.1,23.71,204.0,0.501,1520,OK,81,0,0,,0
313508,2026-05-16T18:00:00Z,2026-05-16,MAC00455,OP0073,OP0073,SITE0008,53.05901,8.78606,15.4,4.47,0.49,3852.4,224.19,266.38,43.5,94.4,41.0,81.5,81.5,24.29,228.8,0.618,1835,OK,78,0,0,,0
313509,2026-05-17T18:00:00Z,2026-05-17,MAC00455,OP0073,OP0073,SITE0008,53.0585,8.78914,6.6,4.03,0.65,3856.4,265.82,239.92,52.5,89.7,43.0,83.6,87.8,24.32,197.5,0.382,1859,OK,65,0,0,,0
313510,2026-05-18T18:00:00Z,2026-05-18,MAC00455,OP0073,OP0073,SITE0008,53.05594,8.78804,5.2,7.44,1.36,3863.9,501.35,442.82,25.5,84.1,44.6,81.3,85.2,23.81,202.6,0.439,1705,OK,83,0,0,,0
313511,2026-05-19T18:00:00Z,2026-05-19,MAC00455,OP0073,OP0073,SITE0008,53.05786,8.79034,4.9,5.56,2.9,3869.4,381.27,331.25,42.2,86.7,50.7,77.9,93.3,24.66,192.1,0.269,1908,OK,88,0,0,,0
313512,2026-05-20T18:00:00Z,2026-05-20,MAC00455,OP0073,OP0073,SITE0008,53.05649,8.79013,2.9,5.21,1.73,3874.6,297.41,310.2,38.7,88.2,42.8,78.9,84.1,24.21,215.3,0.341,1831,OK,96,0,0,,0
313513,2026-05-21T18:00:00Z,2026-05-21,MAC00455,OP0073,OP0073,SITE0008,53.06132,8.79021,15.6,6.2,1.54,3880.8,390.88,369.24,43.8,88.1,41.7,73.9,80.5,24.15,204.6,0.412,1860,OK,62,0,0,,0
313514,2026-05-22T18:00:00Z,2026-05-22,MAC00455,OP0073,OP0073,SITE0008,53.05815,8.79,18.3,6.01,1.45,3886.8,336.87,358.04,40.8,88.4,49.5,79.2,82.9,24.62,217.8,0.56,1615,OK,98,0,0,,0
313515,2026-05-23T18:00:00Z,2026-05-23,MAC00455,OP0073,OP0073,SITE0008,53.06026,8.79145,2.7,3.36,0.76,3890.2,167.84,199.9,52.1,83.8,42.3,80.5,93.6,24.31,217.1,0.488,1930,OK,67,0,0,,0
313557,2026-05-16T18:00:00Z,2026-05-16,MAC00186,OP0041,OP0041,SITE0166,50.04962,8.71957,11.4,0.63,2.76,8321.3,62.04,75.4,56.9,97.1,46.3,77.0,86.4,24.47,216.8,0.447,1652,OK,66,0,1,excess_idle,0
313558,2026-05-17T18:00:00Z,2026-05-17,MAC00186,OP0041,OP0041,SITE0166,50.05545,8.72074,19.6,2.85,1.28,8324.2,392.37,342.85,49.4,94.2,35.2,78.8,87.9,24.85,200.8,0.311,1875,OK,88,0,0,,0
313890,2026-05-16T18:00:00Z,2026-05-16,MAC00357,OP0100,OP0100,SITE0068,-33.9214,151.23464,12.7,3.37,0.55,3794.9,262.15,260.03,32.9,90.5,44.3,78.1,94.0,24.23,221.1,0.446,1770,OK,86,0,0,,0
313891,2026-05-17T18:00:00Z,2026-05-17,MAC00357,OP0100,OP0100,SITE0068,-33.92243,151.23722,16.7,3.41,0.52,3798.3,279.01,262.86,56.4,93.0,43.7,74.8,81.0,23.82,207.1,0.317,1778,OK,97,0,0,,0
313892,2026-05-18T18:00:00Z,2026-05-18,MAC00357,OP0100,OP0100,SITE0068,-33.91882,151.2375,11.8,6.74,1.18,3805.0,494.15,519.73,67.4,90.3,46.0,83.1,84.9,24.5,213.3,0.474,1587,OK,94,0,0,,0
313893,2026-05-19T18:00:00Z,2026-05-19,MAC00357,OP0100,OP0100,SITE0068,-33.91963,151.23395,8.2,6.1,3.13,3811.1,459.87,470.79,24.2,92.6,45.6,75.2,89.8,24.17,215.9,0.41,1992,OK,69,0,0,,0
313894,2026-05-20T18:00:00Z,2026-05-20,MAC00357,OP0100,OP0100,SITE0068,-33.92068,151.23641,14.9,6.81,2.0,3817.9,555.79,525.19,49.9,84.3,42.7,83.0,87.6,24.63,209.5,0.304,1694,OK,84,0,0,,0
313895,2026-05-21T18:00:00Z,2026-05-21,MAC00357,OP0100,OP0100,SITE0068,-33.92162,151.23396,8.5,7.22,2.08,3825.1,546.9,556.65,29.2,95.2,46.3,75.1,93.1,24.14,207.3,0.442,1674,OK,96,0,0,,0
314016,2026-05-16T18:00:00Z,2026-05-16,MAC00038,OP0279,OP0279,SITE0067,44.91542,-93.2663,11.1,3.8,1.43,7616.5,434.0,454.56,68.0,95.2,42.1,78.2,88.7,24.83,209.3,0.509,1783,OK,92,0,0,,0
314017,2026-05-17T18:00:00Z,2026-05-17,MAC00038,OP0279,OP0279,SITE0067,44.91674,-93.26494,10.5,2.59,0.81,7619.0,271.87,310.15,33.8,95.8,48.5,80.9,89.1,24.47,229.3,0.398,1743,OK,64,0,0,,0
314018,2026-05-18T18:00:00Z,2026-05-18,MAC00038,OP0279,OP0279,SITE0067,44.91768,-93.26393,10.4,8.02,1.37,7627.1,931.36,960.04,50.9,91.4,56.3,79.3,92.3,24.27,192.4,0.491,1734,OK,91,0,0,,0
314152,2026-05-16T18:00:00Z,2026-05-16,MAC00024,OP0244,OP0244,SITE0123,17.30819,78.46492,15.2,0.67,3.3,8444.6,53.37,53.78,49.8,91.9,45.6,88.5,91.0,24.26,219.8,0.465,1784,OK,76,0,1,excess_idle,0
314153,2026-05-17T18:00:00Z,2026-05-17,MAC00024,OP0244,OP0244,SITE0123,17.30528,78.46596,7.0,3.9,0.98,8448.5,337.88,310.91,50.9,92.1,38.4,79.9,79.9,24.12,217.4,0.544,1771,OK,83,0,0,,0
