telemetry_id,timestamp,date,asset_id,operator_id,previous_operator_id,site_id,latitude,longitude,speed_kmh,engine_hours_today,idle_hours_today,total_engine_hours,fuel_used_l,expected_fuel_l,fuel_level_pct,engine_temperature_c,oil_pressure_kpa,coolant_temperature_c,oil_temperature_c,battery_voltage_v,hydraulic_pressure_bar,vibration_g,rpm,gps_status,network_strength_pct,zero_activity_streak_days,is_anomaly,anomaly_type,maintenance_within_30d
298800,2026-05-30T18:00:00Z,2026-05-30,MAC00510,OP0193,OP0193,SITE0036,22.81236,86.16662,22.1,3.44,0.78,5265.3,216.54,226.14,50.3,91.1,43.8,81.2,97.0,24.09,224.5,0.417,1864,OK,86,0,0,,0
300354,2026-05-31T18:00:00Z,2026-05-31,MAC00378,OP0127,OP0127,SITE0128,20.27477,85.85094,10.5,4.5,0.58,6949.8,287.46,293.48,67.8,90.0,40.0,79.0,93.2,23.78,180.4,0.67,1948,OK,79,0,0,,0
302556,2026-05-31T18:00:00Z,2026-05-31,MAC00202,OP0225,OP0225,SITE0098,20.27971,85.71191,13.3,3.29,0.74,7307.5,212.3,220.8,58.5,91.4,51.2,83.8,93.8,24.52,206.3,0.608,1951,OK,76,0,0,,0
301104,2026-05-31T18:00:00Z,2026-05-31,MAC00060,OP0245,OP0245,SITE0123,17.30782,78.46626,10.9,3.33,0.29,10596.3,238.22,268.93,60.0,93.7,46.0,85.6,96.8,24.75,218.6,0.645,1723,OK,68,0,0,,0
301004,2026-06-01T18:00:00Z,2026-06-01,MAC00462,OP0077,OP0077,SITE0134,18.96817,72.75627,26.0,6.77,1.43,3812.2,412.89,425.74,65.9,91.6,49.0,81.1,74.1,24.17,219.0,0.349,1656,OK,74,0,0,,0
298820,2026-06-01T18:00:00Z,2026-06-01,MAC00251,OP0193,OP0193,SITE0162,20.35721,85.78063,28.0,8.21,2.06,13201.6,680.52,678.14,44.6,93.3,41.4,81.5,94.2,23.8,185.9,0.507,1668,OK,61,0,0,,0
297252,2026-06-02T18:00:00Z,2026-06-02,MAC00049,OP0151,OP0151,SITE0004,18.99474,72.86991,25.8,6.52,1.57,5579.6,135.97,106.93,44.5,91.7,42.8,87.3,96.0,24.08,197.6,0.528,1581,OK,88,0,0,,0
301878,2026-06-02T18:00:00Z,2026-06-02,MAC00226,OP0019,OP0019,SITE0143,22.83755,86.22072,18.1,7.83,3.26,3522.1,244.26,248.65,50.7,92.7,50.8,83.3,85.5,24.21,207.0,0.309,1630,OK,85,0,0,,0
303993,2026-06-02T18:00:00Z,2026-06-02,MAC00192,OP0268,OP0268,SITE0171,18.51311,73.85057,15.0,5.01,2.31,14236.5,560.45,531.84,61.6,88.9,42.2,80.4,87.4,24.24,195.4,0.645,1730,OK,91,0,0,,0
301889,2026-06-02T18:00:00Z,2026-06-02,MAC00322,OP0002,OP0002,SITE0114,23.03109,72.55545,20.0,8.34,1.88,11479.6,709.02,678.9,65.1,90.9,39.7,83.6,89.8,24.15,204.8,0.704,1820,OK,88,0,0,,0
300067,2026-06-02T18:00:00Z,2026-06-02,MAC00008,OP0115,OP0115,SITE0135,28.60324,77.24219,24.9,7.3,1.97,7428.1,562.63,478.41,44.6,91.8,42.2,85.0,89.3,24.6,196.0,0.458,1744,OK,89,0,0,,0
303357,2026-06-02T18:00:00Z,2026-06-02,MAC00155,OP0134,OP0134,SITE0119,-32.94664,151.77487,10.3,5.24,1.19,3761.7,101.3,83.59,74.3,95.1,42.1,76.3,87.6,24.37,228.7,0.512,1906,OK,87,0,0,,0
302049,2026-06-02T18:00:00Z,2026-06-02,MAC00149,OP0238,OP0238,SITE0108,-20.35512,118.57835,10.0,6.39,1.97,13226.7,885.95,798.16,50.1,91.0,46.7,83.2,83.9,24.14,199.5,0.738,1714,OK,66,0,0,,0
304703,2026-06-03T18:00:00Z,2026-06-03,MAC00353,OP0002,OP0002,SITE0047,23.12131,72.60599,25.6,6.09,2.1,9339.0,110.81,105.63,43.0,101.3,39.8,82.2,102.3,24.69,167.9,0.662,1768,OK,75,0,0,,0
303806,2026-06-03T18:00:00Z,2026-06-03,MAC00105,OP0026,OP0026,SITE0148,13.00945,80.27345,15.9,7.16,2.05,5314.9,543.21,552.09,45.6,90.2,47.8,80.7,84.9,24.67,211.0,0.536,1848,OK,94,0,0,,0
303374,2026-06-03T18:00:00Z,2026-06-03,MAC00147,OP0024,OP0024,SITE0090,21.27675,81.61927,9.7,9.39,2.19,5477.2,850.6,921.45,65.7,92.8,50.9,76.9,92.5,24.74,184.3,0.401,1628,OK,65,0,0,,0
303458,2026-06-03T18:00:00Z,2026-06-03,MAC00387,OP0131,OP0131,SITE0095,13.09454,80.29214,8.3,7.09,2.12,7652.8,933.47,848.69,70.8,91.8,39.7,84.7,88.6,24.33,203.7,0.517,1717,OK,68,0,0,,0
300114,2026-06-03T18:00:00Z,2026-06-03,MAC00393,OP0023,OP0023,SITE0103,22.91417,72.63231,14.1,7.35,2.03,6709.4,486.92,490.06,68.8,90.9,41.6,79.4,90.8,24.13,196.4,0.65,1769,OK,98,0,0,,0
302288,2026-06-04T18:00:00Z,2026-06-04,MAC00245,OP0114,OP0114,SITE0129,21.18066,79.23474,17.2,8.03,0.42,3503.4,220.56,254.85,59.3,88.9,51.5,80.3,88.6,25.19,212.7,0.531,1810,OK,97,0,0,,0
298183,2026-06-04T18:00:00Z,2026-06-04,MAC00205,OP0111,OP0111,SITE0006,22.57125,88.31796,18.9,7.73,2.93,7844.1,136.93,131.16,47.1,93.6,35.4,77.9,93.0,24.65,202.6,0.751,1640,OK,96,0,0,,0
301961,2026-06-05T18:00:00Z,2026-06-05,MAC00042,OP0232,OP0232,SITE0100,34.05429,-118.21445,19.2,5.43,2.32,8115.8,700.91,651.79,31.1,91.3,46.6,81.0,86.9,23.7,178.3,0.429,1757,OK,94,0,0,,0
302114,2026-06-05T18:00:00Z,2026-06-05,MAC00007,OP0206,OP0206,SITE0143,22.83984,86.22443,5.1,6.77,2.83,15504.5,430.56,491.11,47.0,102.1,41.9,79.0,97.5,24.64,188.7,0.729,1767,OK,61,0,0,,0
305167,2026-06-05T18:00:00Z,2026-06-05,MAC00254,OP0165,OP0165,SITE0167,17.42776,78.60307,13.9,6.55,2.55,6220.8,345.7,423.38,81.0,94.5,45.0,78.1,93.2,24.7,188.3,0.434,1899,OK,71,0,0,,0
301505,2026-06-05T18:00:00Z,2026-06-05,MAC00412,OP0003,OP0003,SITE0020,20.27739,85.8337,21.9,5.66,1.72,5573.2,372.14,363.15,57.1,92.1,36.7,82.3,85.3,24.53,192.9,0.523,1685,OK,76,0,0,,0
302910,2026-06-05T18:00:00Z,2026-06-05,MAC00204,OP0016,OP0016,SITE0084,23.06914,72.56444,30.7,7.96,1.7,4790.1,180.94,166.27,71.1,89.5,36.4,79.8,91.7,24.19,204.5,0.491,1877,OK,71,0,0,,0
302587,2026-06-05T18:00:00Z,2026-06-05,MAC00176,OP0207,OP0207,SITE0059,12.98537,77.58168,8.5,7.35,1.54,5852.9,539.94,569.7,49.4,89.6,44.4,83.6,87.5,24.78,205.1,0.38,1797,OK,64,0,0,,0
301561,2026-06-05T18:00:00Z,2026-06-05,MAC00455,OP0148,OP0148,SITE0069,18.43584,73.74765,18.0,7.03,1.85,3066.3,480.34,452.2,62.2,84.8,42.7,75.5,87.1,24.79,228.2,0.317,1891,OK,99,0,0,,0
299185,2026-06-06T18:00:00Z,2026-06-06,MAC00341,OP0102,OP0102,SITE0028,22.67126,88.35182,8.6,2.4,0.81,10058.2,304.48,292.6,100.0,94.4,48.5,78.0,86.4,24.7,198.7,0.418,1790,OK,70,0,0,,0
297774,2026-06-06T18:00:00Z,2026-06-06,MAC00470,OP0195,OP0195,SITE0056,18.62534,73.81918,11.7,2.88,1.22,7237.1,178.28,177.56,75.9,92.6,36.2,78.4,87.6,24.61,181.1,0.421,1703,OK,68,0,0,,0
300382,2026-06-06T18:00:00Z,2026-06-06,MAC00492,OP0121,OP0121,SITE0083,22.574,88.37755,13.6,2.67,0.54,12478.9,234.34,279.66,46.5,97.1,42.3,78.6,97.4,24.76,216.3,0.74,1876,OK,69,0,0,,0
302947,2026-06-06T18:00:00Z,2026-06-06,MAC00329,OP0230,OP0230,SITE0165,18.53047,73.86584,9.1,4.32,0.7,5094.0,144.31,140.51,32.7,89.3,38.1,78.2,91.0,24.54,213.4,0.547,1797,OK,71,0,0,,0
302900,2026-06-06T18:00:00Z,2026-06-06,MAC00292,OP0248,OP0248,SITE0011,13.03967,80.24657,21.4,3.11,0.59,3024.0,269.6,298.19,34.7,87.1,47.1,82.7,79.6,24.1,239.4,0.307,1647,OK,94,0,0,,0
303367,2026-06-06T18:00:00Z,2026-06-06,MAC00488,OP0239,OP0239,SITE0015,18.44822,73.78219,14.5,3.61,1.17,11138.0,250.14,246.49,72.1,97.0,38.3,84.9,86.6,24.07,207.1,0.719,1918,OK,98,0,0,,0
303469,2026-06-07T18:00:00Z,2026-06-07,MAC00053,OP0243,OP0243,SITE0040,21.32676,81.66583,15.6,3.23,0.54,11204.2,465.01,396.92,92.5,99.2,39.4,80.9,89.9,24.7,221.8,0.777,1650,OK,76,0,0,,0
299492,2026-06-07T18:00:00Z,2026-06-07,MAC00189,OP0139,OP0139,SITE0159,-32.94438,151.85759,12.8,3.98,1.2,6483.3,371.21,394.33,38.0,94.6,40.2,76.5,91.2,24.21,201.6,0.476,1667,OK,79,0,0,,0
302221,2026-06-07T18:00:00Z,2026-06-07,MAC00109,OP0251,OP0251,SITE0028,22.66881,88.35123,18.4,3.7,0.81,9529.8,236.89,233.83,83.9,95.8,42.6,76.5,98.4,23.82,164.5,0.742,1841,OK,86,0,0,,0
302199,2026-06-07T18:00:00Z,2026-06-07,MAC00216,OP0091,OP0091,SITE0107,21.22355,81.59169,21.7,3.46,1.15,13396.0,271.7,242.56,52.8,99.2,38.5,81.8,97.5,23.67,197.3,0.809,1784,OK,69,0,0,,0
301225,2026-06-07T18:00:00Z,2026-06-07,MAC00465,OP0005,OP0005,SITE0031,32.85342,-96.89287,9.0,2.99,1.19,9883.0,62.5,66.89,37.4,91.1,30.8,83.1,96.8,24.06,171.7,0.66,1932,OK,85,0,0,,0
304825,2026-06-07T18:00:00Z,2026-06-07,MAC00207,OP0036,OP0036,SITE0172,40.75693,-111.91812,14.1,3.5,0.88,4337.9,71.86,72.76,43.4,92.6,44.5,79.1,80.3,24.53,183.6,0.34,1743,OK,90,0,0,,0
303772,2026-06-07T18:00:00Z,2026-06-07,MAC00362,OP0249,OP0249,SITE0051,22.79215,86.22866,16.7,3.05,0.87,10839.6,63.68,69.24,65.3,95.0,45.6,83.2,97.3,24.09,198.0,0.631,1861,OK,61,0,0,,0
303800,2026-06-08T18:00:00Z,2026-06-08,MAC00311,OP0118,OP0118,SITE0027,28.59532,77.22671,9.6,7.97,1.41,8756.5,233.59,274.04,35.8,96.4,44.0,82.0,96.5,24.39,222.4,0.755,1768,OK,88,0,0,,0
303789,2026-06-08T18:00:00Z,2026-06-08,MAC00540,OP0063,OP0063,SITE0030,12.97805,77.6369,14.9,0.81,7.34,8330.9,57.87,54.78,67.1,95.7,39.4,78.2,86.8,23.77,211.9,0.61,1734,OK,79,0,1,excess_idle,0
304765,2026-06-09T18:00:00Z,2026-06-09,MAC00078,OP0213,OP0213,SITE0127,61.17647,-149.94488,24.0,7.64,2.23,13354.5,523.13,535.0,86.7,98.5,36.9,76.2,93.4,24.33,171.4,0.808,1877,OK,71,0,0,,0
304925,2026-06-09T18:00:00Z,2026-06-09,MAC00532,,OP0139,SITE0133,-32.01479,115.89372,16.5,4.98,0.5,11831.0,365.16,342.85,65.3,93.8,37.3,81.2,95.2,22.6,193.0,0.627,1940,OK,76,0,1,unauthorized_use,0
302889,2026-06-09T18:00:00Z,2026-06-09,MAC00513,OP0250,OP0250,SITE0128,20.27342,85.85204,4.6,7.76,1.39,9248.3,488.65,519.15,70.2,94.8,40.4,82.5,87.9,24.75,192.9,0.586,1848,OK,86,0,0,,0
304383,2026-06-09T18:00:00Z,2026-06-09,MAC00522,OP0185,OP0185,SITE0023,21.19408,79.13024,18.1,6.17,2.4,3938.4,103.47,98.57,74.4,88.1,48.2,83.9,86.2,24.02,216.4,0.498,1873,OK,64,0,0,,0
302314,2026-06-09T18:00:00Z,2026-06-09,MAC00175,OP0244,OP0244,SITE0167,17.42224,78.60003,17.2,6.33,1.35,4259.5,463.46,483.76,90.4,90.2,46.5,82.8,92.9,24.35,200.9,0.343,1709,OK,77,0,0,,0
305401,2026-06-10T18:00:00Z,2026-06-10,MAC00407,OP0260,OP0260,SITE0119,-32.94448,151.77761,27.7,6.35,2.24,10818.3,351.49,432.76,50.7,96.1,38.5,83.8,97.9,24.13,188.3,0.683,1656,OK,68,0,0,,0
304199,2026-06-10T18:00:00Z,2026-06-10,MAC00099,OP0019,OP0019,SITE0118,20.28087,85.81963,6.6,6.17,1.38,11042.2,519.04,637.46,81.2,90.4,45.3,78.2,85.7,24.82,199.9,0.835,1908,OK,62,0,0,,0
303494,2026-06-11T18:00:00Z,2026-06-11,MAC00376,OP0063,OP0063,SITE0045,18.44784,73.88043,17.5,7.08,0.88,15135.3,139.89,133.06,34.6,96.6,35.5,87.2,105.0,24.1,202.8,0.971,1863,OK,98,0,0,,0
305969,2026-06-11T18:00:00Z,2026-06-11,MAC00313,OP0082,OP0082,SITE0067,44.91627,-93.26417,16.0,7.19,1.55,8898.7,139.92,159.01,9.9,97.6,47.6,86.7,94.5,24.68,202.5,0.596,1743,OK,71,0,0,,0
301159,2026-06-11T18:00:00Z,2026-06-11,MAC00544,OP0243,OP0243,SITE0089,12.96058,77.54676,18.0,5.19,1.1,9983.7,93.35,90.8,72.2,95.6,32.0,86.8,100.9,24.09,197.9,0.799,2049,OK,75,0,0,,0
305721,2026-06-11T18:00:00Z,2026-06-11,MAC00282,OP0016,OP0016,SITE0029,21.12458,79.14509,4.6,6.56,2.63,8512.9,827.37,790.29,29.8,94.1,47.4,82.5,88.3,24.09,202.8,0.624,1665,OK,94,0,0,,0
305161,2026-06-11T18:00:00Z,2026-06-11,MAC00287,OP0034,OP0034,SITE0133,-32.01106,115.89751,23.5,6.31,1.54,13553.3,462.14,442.77,45.9,98.1,39.3,86.0,94.2,23.65,192.7,0.797,1677,OK,99,0,0,,0
306485,2026-06-11T18:00:00Z,2026-06-11,MAC00482,OP0049,OP0049,SITE0073,61.28831,-149.84142,23.7,6.62,1.38,6276.1,423.22,404.77,100.0,96.0,42.3,78.6,85.2,24.52,214.9,0.531,1638,OK,94,0,0,,0
302605,2026-06-12T18:00:00Z,2026-06-12,MAC00404,OP0093,OP0093,SITE0010,21.13763,79.0382,14.5,9.4,1.24,8334.2,1127.4,1130.76,5.0,87.0,42.2,83.2,84.2,24.48,199.3,0.467,1759,OK,84,0,0,,0
304098,2026-06-12T18:00:00Z,2026-06-12,MAC00423,OP0263,OP0263,SITE0112,39.7104,-104.92672,13.3,5.81,2.7,10627.0,367.22,371.97,87.5,94.8,46.5,91.4,94.6,24.17,188.9,0.584,1829,OK,66,0,0,,0
303086,2026-06-12T18:00:00Z,2026-06-12,MAC00413,OP0228,OP0228,SITE0099,32.87713,-96.89327,11.7,6.93,1.07,5281.1,123.33,113.09,48.4,94.0,40.1,78.1,90.2,24.47,202.8,0.468,1853,OK,87,0,0,,0
302623,2026-06-12T18:00:00Z,2026-06-12,MAC00206,OP0225,OP0225,SITE0132,28.6831,77.2505,15.8,7.63,1.94,8924.2,134.32,131.47,67.1,97.5,35.3,83.5,97.5,24.66,201.0,0.661,1743,OK,94,0,0,,0
302653,2026-06-12T18:00:00Z,2026-06-12,MAC00523,,OP0115,SITE0010,21.14004,79.0385,7.3,4.72,0.59,6353.8,86.03,78.35,67.1,87.6,40.6,76.8,94.9,25.09,207.9,0.624,1632,OK,75,0,0,,0
306731,2026-06-12T18:00:00Z,2026-06-12,MAC00356,OP0093,OP0093,SITE0090,21.27175,81.61502,17.4,5.27,1.55,13393.4,672.69,659.2,72.9,97.8,44.1,84.3,95.6,23.82,194.6,0.626,1657,OK,66,0,0,,0
306987,2026-06-12T18:00:00Z,2026-06-12,MAC00389,OP0063,OP0063,SITE0128,20.27182,85.84976,3.6,8.16,2.72,7283.5,617.99,547.65,30.7,85.0,35.3,79.7,79.5,23.77,196.5,0.557,1816,OK,89,0,0,,0
306063,2026-06-13T18:00:00Z,2026-06-13,MAC00256,OP0220,OP0220,SITE0071,-20.7564,116.85537,17.9,3.19,0.13,15071.5,61.0,59.88,57.9,96.7,36.6,92.3,100.4,24.52,176.6,0.925,1853,OK,71,0,0,,0
301137,2026-06-13T18:00:00Z,2026-06-13,MAC00288,OP0191,OP0191,SITE0083,22.57461,88.37481,15.9,3.57,0.96,6770.1,428.5,424.67,60.6,88.0,40.7,70.3,91.2,24.23,201.7,0.524,1879,OK,97,0,0,,0
306757,2026-06-14T18:00:00Z,2026-06-14,MAC00096,OP0254,OP0254,SITE0099,32.87572,-96.89294,16.5,3.61,0.52,13427.0,277.67,252.84,28.1,102.5,36.6,80.0,94.0,23.51,192.4,0.693,1678,OK,68,0,0,,0
305182,2026-06-14T18:00:00Z,2026-06-14,MAC00243,OP0036,OP0036,SITE0139,47.62765,-122.30912,22.9,4.42,1.1,9080.4,323.52,295.41,26.4,96.2,44.0,86.4,92.7,23.41,208.3,0.521,1748,OK,73,0,0,,0
